Event Index,UTC Timestamp,UTC Date,Post Processed,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,Spreadsheet Name,randomise_blocks,randomise_trials,display,sound,hc_ans,sound_nc_1,sound_nc_3,sound_nc_2,sound_c_1,sound_c_2,sound_c_3,progress,answer
349,1511278041467,21/11/2017 15:27:21,,1511278059601,-5,21/11/2017 10:27:39,2349,3,task-o4po,,888997,CMU_13,186949,,live,,,computer,Desktop or Laptop,Windows 7,Firefox 57.0,1280x1024,1280x912,,RT_test,5,166,1,Screen 1,fixation,fixation,1066.4716509052087,,,0,1,0,,,,rt_test_v2,,1,trials,LS_7505_258964_0024_SWT_LS_374_180299_0042_tChange_6374_ms.wav,,,,,,,,1,1
350,1511278048106,21/11/2017 15:27:28,,1511278066233,-5,21/11/2017 10:27:46,2349,3,task-o4po,,888997,CMU_13,186949,,live,,,computer,Desktop or Laptop,Windows 7,Firefox 57.0,1280x1024,1280x912,,RT_test,5,166,2,Screen 2,Zone4,response_keyboard_single,6616.245000000112,1,1,1,0,0,,,,rt_test_v2,,1,trials,LS_7505_258964_0024_SWT_LS_374_180299_0042_tChange_6374_ms.wav,,,,,,,,1,1
351,1511278049469,21/11/2017 15:27:29,,1511278067598,-5,21/11/2017 10:27:47,2349,3,task-o4po,,888997,CMU_13,186949,,live,,,computer,Desktop or Laptop,Windows 7,Firefox 57.0,1280x1024,1280x912,,RT_test,5,167,1,Screen 1,fixation,fixation,1066.4605377146509,,,0,1,0,,,,rt_test_v2,,1,trials,LS_7505_83618_0016_SWT_LS_7447_91187_0036_tChange_5608_ms.wav,,,,,,,,1,1
352,1511278055529,21/11/2017 15:27:35,,1511278073648,-5,21/11/2017 10:27:53,2349,3,task-o4po,,888997,CMU_13,186949,,live,,,computer,Desktop or Laptop,Windows 7,Firefox 57.0,1280x1024,1280x912,,RT_test,5,167,2,Screen 2,Zone4,response_keyboard_single,6034.409999999916,1,1,1,0,0,,,,rt_test_v2,,1,trials,LS_7505_83618_0016_SWT_LS_7447_91187_0036_tChange_5608_ms.wav,,,,,,,,1,1
353,1511278056888,21/11/2017 15:27:36,,1511278075013,-5,21/11/2017 10:27:55,2349,3,task-o4po,,888997,CMU_13,186949,,live,,,computer,Desktop or Laptop,Windows 7,Firefox 57.0,1280x1024,1280x912,,RT_test,5,168,1,Screen 1,fixation,fixation,1066.2501371903345,,,0,1,0,,,,rt_test_v2,,1,trials,LS_7505_83618_0018_SWT_LS_7505_83618_0016_tChange_6213_ms.wav,,,,,,,,1,0
354,1511278063542,21/11/2017 15:27:43,,1511278081673,-5,21/11/2017 10:28:01,2349,3,task-o4po,,888997,CMU_13,186949,,live,,,computer,Desktop or Laptop,Windows 7,Firefox 57.0,1280x1024,1280x912,,RT_test,5,168,2,Screen 2,Zone4,response_keyboard_single,6644.395000000019,1,1,0,1,0,,,,rt_test_v2,,1,trials,LS_7505_83618_0018_SWT_LS_7505_83618_0016_tChange_6213_ms.wav,,,,,,,,1,0
355,1511278064893,21/11/2017 15:27:44,,1511278083026,-5,21/11/2017 10:28:03,2349,3,task-o4po,,888997,CMU_13,186949,,live,,,computer,Desktop or Laptop,Windows 7,Firefox 57.0,1280x1024,1280x912,,RT_test,5,169,1,Screen 1,fixation,fixation,1065.9899031366222,,,0,1,0,,,,rt_test_v2,,1,trials,LS_2843_152918_0046_SWT_LS_374_180298_0059_tChange_6271_ms.wav,,,,,,,,1,1
356,1511278071851,21/11/2017 15:27:51,,1511278089976,-5,21/11/2017 10:28:09,2349,3,task-o4po,,888997,CMU_13,186949,,live,,,computer,Desktop or Laptop,Windows 7,Firefox 57.0,1280x1024,1280x912,,RT_test,5,169,2,Screen 2,Zone4,response_keyboard_single,6934.285000000149,1,1,1,0,0,,,,rt_test_v2,,1,trials,LS_2843_152918_0046_SWT_LS_374_180298_0059_tChange_6271_ms.wav,,,,,,,,1,1
357,1511278134012,21/11/2017 15:28:54,,1511278152142,-5,21/11/2017 10:29:12,2349,3,task-o4po,,888997,CMU_13,186949,,live,,,computer,Desktop or Laptop,Windows 7,Firefox 57.0,1280x1024,1280x912,,RT_test,5,3,1,Screen 1,Zone1,continue_button,61852.12000000011,,,0,1,0,,,,rt_test_v2,,,break,,,,,,,,,,
358,1511278135069,21/11/2017 15:28:55,,1511278153202,-5,21/11/2017 10:29:13,2349,3,task-o4po,,888997,CMU_13,186949,,live,,,computer,Desktop or Laptop,Windows 7,Firefox 57.0,1280x1024,1280x912,,RT_test,5,170,1,Screen 1,fixation,fixation,1065.5158069492318,,,0,1,0,,,,rt_test_v2,,1,trials,LS_7505_83618_0025_SWT_LS_2843_152918_0026_tChange_6850_ms.wav,,,,,,,,1,1
359,1511278142533,21/11/2017 15:29:02,,1511278160677,-5,21/11/2017 10:29:20,2349,3,task-o4po,,888997,CMU_13,186949,,live,,,computer,Desktop or Laptop,Windows 7,Firefox 57.0,1280x1024,1280x912,,RT_test,5,170,2,Screen 2,Zone4,response_keyboard_single,7459.3300000000745,1,1,1,0,0,,,,rt_test_v2,,1,trials,LS_7505_83618_0025_SWT_LS_2843_152918_0026_tChange_6850_ms.wav,,,,,,,,1,1
360,1511278143884,21/11/2017 15:29:03,,1511278162032,-5,21/11/2017 10:29:22,2349,3,task-o4po,,888997,CMU_13,186949,,live,,,computer,Desktop or Laptop,Windows 7,Firefox 57.0,1280x1024,1280x912,,RT_test,5,171,1,Screen 1,fixation,fixation,1066.277342276182,,,0,1,0,,,,rt_test_v2,,1,trials,LS_5456_58161_0000_SWT_LS_374_180299_0033_tChange_6312_ms.wav,,,,,,,,1,1
361,1511278150859,21/11/2017 15:29:10,,1511278169005,-5,21/11/2017 10:29:29,2349,3,task-o4po,,888997,CMU_13,186949,,live,,,computer,Desktop or Laptop,Windows 7,Firefox 57.0,1280x1024,1280x912,,RT_test,5,171,2,Screen 2,Zone4,response_keyboard_single,6956.655000000028,1,1,1,0,0,,,,rt_test_v2,,1,trials,LS_5456_58161_0000_SWT_LS_374_180299_0033_tChange_6312_ms.wav,,,,,,,,1,1
362,1511278152219,21/11/2017 15:29:12,,1511278170346,-5,21/11/2017 10:29:30,2349,3,task-o4po,,888997,CMU_13,186949,,live,,,computer,Desktop or Laptop,Windows 7,Firefox 57.0,1280x1024,1280x912,,RT_test,5,172,1,Screen 1,fixation,fixation,1050.0000633883756,,,0,1,0,,,,rt_test_v2,,1,trials,LS_7447_91186_0021_SWT_LS_5456_62043_0002_tChange_6033_ms.wav,,,,,,,,1,1
363,1511278158612,21/11/2017 15:29:18,,1511278176756,-5,21/11/2017 10:29:36,2349,3,task-o4po,,888997,CMU_13,186949,,live,,,computer,Desktop or Laptop,Windows 7,Firefox 57.0,1280x1024,1280x912,,RT_test,5,172,2,Screen 2,Zone4,response_keyboard_single,6394.125,1,1,1,0,0,,,,rt_test_v2,,1,trials,LS_7447_91186_0021_SWT_LS_5456_62043_0002_tChange_6033_ms.wav,,,,,,,,1,1
364,1511278159969,21/11/2017 15:29:19,,1511278178110,-5,21/11/2017 10:29:38,2349,3,task-o4po,,888997,CMU_13,186949,,live,,,computer,Desktop or Laptop,Windows 7,Firefox 57.0,1280x1024,1280x912,,RT_test,5,173,1,Screen 1,fixation,fixation,1066.2606629820075,,,0,1,0,,,,rt_test_v2,,1,trials,LS_374_180298_0020_SWT_LS_5456_58161_0003_tChange_6092_ms.wav,,,,,,,,1,1
365,1511278166348,21/11/2017 15:29:26,,1511278184484,-5,21/11/2017 10:29:44,2349,3,task-o4po,,888997,CMU_13,186949,,live,,,computer,Desktop or Laptop,Windows 7,Firefox 57.0,1280x1024,1280x912,,RT_test,5,173,2,Screen 2,Zone4,response_keyboard_single,6358.055000000168,1,1,1,0,0,,,,rt_test_v2,,1,trials,LS_374_180298_0020_SWT_LS_5456_58161_0003_tChange_6092_ms.wav,,,,,,,,1,1
366,1511278167676,21/11/2017 15:29:27,,1511278185824,-5,21/11/2017 10:29:45,2349,3,task-o4po,,888997,CMU_13,186949,,live,,,computer,Desktop or Laptop,Windows 7,Firefox 57.0,1280x1024,1280x912,,RT_test,5,174,1,Screen 1,fixation,fixation,1050.0000633883756,,,0,1,0,,,,rt_test_v2,,1,trials,LS_7447_91187_0061_SWT_LS_7505_83618_0007_tChange_5910_ms.wav,,,,,,,,1,1
367,1511278174018,21/11/2017 15:29:34,,1511278192163,-5,21/11/2017 10:29:52,2349,3,task-o4po,,888997,CMU_13,186949,,live,,,computer,Desktop or Laptop,Windows 7,Firefox 57.0,1280x1024,1280x912,,RT_test,5,174,2,Screen 2,Zone4,response_keyboard_single,6323.875,1,1,1,0,0,,,,rt_test_v2,,1,trials,LS_7447_91187_0061_SWT_LS_7505_83618_0007_tChange_5910_ms.wav,,,,,,,,1,1
368,1511278175349,21/11/2017 15:29:35,,1511278193488,-5,21/11/2017 10:29:53,2349,3,task-o4po,,888997,CMU_13,186949,,live,,,computer,Desktop or Laptop,Windows 7,Firefox 57.0,1280x1024,1280x912,,RT_test,5,175,1,Screen 1,fixation,fixation,1033.33339571557,,,0,1,0,,,,rt_test_v2,,1,trials,LS_5456_24741_0020_SWT_LS_5456_58161_0003_tChange_5450_ms.wav,,,,,,,,1,0
369,1511278181092,21/11/2017 15:29:41,,1511278199219,-5,21/11/2017 10:29:59,2349,3,task-o4po,,888997,CMU_13,186949,,live,,,computer,Desktop or Laptop,Windows 7,Firefox 57.0,1280x1024,1280x912,,RT_test,5,175,2,Screen 2,Zone4,response_keyboard_single,5715.854999999981,1,1,0,1,0,,,,rt_test_v2,,1,trials,LS_5456_24741_0020_SWT_LS_5456_58161_0003_tChange_5450_ms.wav,,,,,,,,1,0
370,1511278182414,21/11/2017 15:29:42,,1511278200552,-5,21/11/2017 10:30:00,2349,3,task-o4po,,888997,CMU_13,186949,,live,,,computer,Desktop or Laptop,Windows 7,Firefox 57.0,1280x1024,1280x912,,RT_test,5,176,1,Screen 1,fixation,fixation,1050.0000633886084,,,0,1,0,,,,rt_test_v2,,1,trials,LS_2843_152918_0051_SWT_LS_374_180298_0037_tChange_5631_ms.wav,,,,,,,,1,1
371,1511278188597,21/11/2017 15:29:48,,1511278206735,-5,21/11/2017 10:30:06,2349,3,task-o4po,,888997,CMU_13,186949,,live,,,computer,Desktop or Laptop,Windows 7,Firefox 57.0,1280x1024,1280x912,,RT_test,5,176,2,Screen 2,Zone4,response_keyboard_single,6163.040000000037,1,1,1,0,0,,,,rt_test_v2,,1,trials,LS_2843_152918_0051_SWT_LS_374_180298_0037_tChange_5631_ms.wav,,,,,,,,1,1
372,1511278189954,21/11/2017 15:29:49,,1511278208085,-5,21/11/2017 10:30:08,2349,3,task-o4po,,888997,CMU_13,186949,,live,,,computer,Desktop or Laptop,Windows 7,Firefox 57.0,1280x1024,1280x912,,RT_test,5,177,1,Screen 1,fixation,fixation,1066.2924389736727,,,0,1,0,,,,rt_test_v2,,1,trials,LS_374_180298_0005_SWT_LS_7505_83618_0005_tChange_6027_ms.wav,,,,,,,,1,1
373,1511278196371,21/11/2017 15:29:56,,1511278214507,-5,21/11/2017 10:30:14,2349,3,task-o4po,,888997,CMU_13,186949,,live,,,computer,Desktop or Laptop,Windows 7,Firefox 57.0,1280x1024,1280x912,,RT_test,5,177,2,Screen 2,Zone4,response_keyboard_single,6405.879999999888,1,1,1,0,0,,,,rt_test_v2,,1,trials,LS_374_180298_0005_SWT_LS_7505_83618_0005_tChange_6027_ms.wav,,,,,,,,1,1
374,1511278197715,21/11/2017 15:29:57,,1511278215847,-5,21/11/2017 10:30:15,2349,3,task-o4po,,888997,CMU_13,186949,,live,,,computer,Desktop or Laptop,Windows 7,Firefox 57.0,1280x1024,1280x912,,RT_test,5,178,1,Screen 1,fixation,fixation,1049.734109891113,,,0,1,0,,,,rt_test_v2,,1,trials,LS_2843_152918_0023_SWT_LS_5456_62043_0002_tChange_5959_ms.wav,,,,,,,,1,1
375,1511278204022,21/11/2017 15:30:04,,1511278222162,-5,21/11/2017 10:30:22,2349,3,task-o4po,,888997,CMU_13,186949,,live,,,computer,Desktop or Laptop,Windows 7,Firefox 57.0,1280x1024,1280x912,,RT_test,5,178,2,Screen 2,Zone4,response_keyboard_single,6298.689999999944,1,1,1,0,0,,,,rt_test_v2,,1,trials,LS_2843_152918_0023_SWT_LS_5456_62043_0002_tChange_5959_ms.wav,,,,,,,,1,1
376,1511278205367,21/11/2017 15:30:05,,1511278223511,-5,21/11/2017 10:30:23,2349,3,task-o4po,,888997,CMU_13,186949,,live,,,computer,Desktop or Laptop,Windows 7,Firefox 57.0,1280x1024,1280x912,,RT_test,5,179,1,Screen 1,fixation,fixation,1066.1707326793112,,,0,1,0,,,,rt_test_v2,,1,trials,LS_7447_91187_0010_SWT_LS_374_180299_0042_tChange_6411_ms.wav,,,,,,,,1,1
377,1511278212044,21/11/2017 15:30:12,,1511278230194,-5,21/11/2017 10:30:30,2349,3,task-o4po,,888997,CMU_13,186949,,live,,,computer,Desktop or Laptop,Windows 7,Firefox 57.0,1280x1024,1280x912,,RT_test,5,179,2,Screen 2,Zone4,response_keyboard_single,6666.165000000037,1,1,1,0,0,,,,rt_test_v2,,1,trials,LS_7447_91187_0010_SWT_LS_374_180299_0042_tChange_6411_ms.wav,,,,,,,,1,1
378,1511278213405,21/11/2017 15:30:13,,1511278231559,-5,21/11/2017 10:30:31,2349,3,task-o4po,,888997,CMU_13,186949,,live,,,computer,Desktop or Laptop,Windows 7,Firefox 57.0,1280x1024,1280x912,,RT_test,5,180,1,Screen 1,fixation,fixation,1066.2297777482308,,,0,1,0,,,,rt_test_v2,,1,trials,LS_2843_152918_0088_SWT_LS_374_180299_0037_tChange_6702_ms.wav,,,,,,,,1,1
379,1511278220522,21/11/2017 15:30:20,,1511278238673,-5,21/11/2017 10:30:38,2349,3,task-o4po,,888997,CMU_13,186949,,live,,,computer,Desktop or Laptop,Windows 7,Firefox 57.0,1280x1024,1280x912,,RT_test,5,180,2,Screen 2,Zone4,response_keyboard_single,7098.979999999981,1,1,1,0,0,,,,rt_test_v2,,1,trials,LS_2843_152918_0088_SWT_LS_374_180299_0037_tChange_6702_ms.wav,,,,,,,,1,1
380,1511278221905,21/11/2017 15:30:21,,1511278240039,-5,21/11/2017 10:30:40,2349,3,task-o4po,,888997,CMU_13,186949,,live,,,computer,Desktop or Laptop,Windows 7,Firefox 57.0,1280x1024,1280x912,,RT_test,5,181,1,Screen 1,fixation,fixation,1066.2843880455475,,,0,1,0,,,,rt_test_v2,,1,trials,LS_5456_62014_0011_SWT_LS_2843_152918_0026_tChange_7036_ms.wav,,,,,,,,1,1
381,1511278229387,21/11/2017 15:30:29,,1511278247537,-5,21/11/2017 10:30:47,2349,3,task-o4po,,888997,CMU_13,186949,,live,,,computer,Desktop or Laptop,Windows 7,Firefox 57.0,1280x1024,1280x912,,RT_test,5,181,2,Screen 2,Zone4,response_keyboard_single,7482.285000000149,1,1,1,0,0,,,,rt_test_v2,,1,trials,LS_5456_62014_0011_SWT_LS_2843_152918_0026_tChange_7036_ms.wav,,,,,,,,1,1
382,1511278230739,21/11/2017 15:30:30,,1511278248886,-5,21/11/2017 10:30:48,2349,3,task-o4po,,888997,CMU_13,186949,,live,,,computer,Desktop or Laptop,Windows 7,Firefox 57.0,1280x1024,1280x912,,RT_test,5,182,1,Screen 1,fixation,fixation,1050.0000633883756,,,0,1,0,,,,rt_test_v2,,1,trials,LS_2843_152918_0106_SWT_LS_7505_83618_0016_tChange_5674_ms.wav,,,,,,,,1,1
383,1511278236764,21/11/2017 15:30:36,,1511278254897,-5,21/11/2017 10:30:54,2349,3,task-o4po,,888997,CMU_13,186949,,live,,,computer,Desktop or Laptop,Windows 7,Firefox 57.0,1280x1024,1280x912,,RT_test,5,182,2,Screen 2,Zone4,response_keyboard_single,5995.739999999991,1,1,1,0,0,,,,rt_test_v2,,1,trials,LS_2843_152918_0106_SWT_LS_7505_83618_0016_tChange_5674_ms.wav,,,,,,,,1,1
384,1511278238095,21/11/2017 15:30:38,,1511278256250,-5,21/11/2017 10:30:56,2349,3,task-o4po,,888997,CMU_13,186949,,live,,,computer,Desktop or Laptop,Windows 7,Firefox 57.0,1280x1024,1280x912,,RT_test,5,183,1,Screen 1,fixation,fixation,1066.2807226879522,,,0,1,0,,,,rt_test_v2,,1,trials,LS_7505_258958_0017_SWT_LS_5456_62014_0012_tChange_5832_ms.wav,,,,,,,,1,1
385,1511278244349,21/11/2017 15:30:44,,1511278262496,-5,21/11/2017 10:31:02,2349,3,task-o4po,,888997,CMU_13,186949,,live,,,computer,Desktop or Laptop,Windows 7,Firefox 57.0,1280x1024,1280x912,,RT_test,5,183,2,Screen 2,Zone4,response_keyboard_single,6230.415000000037,1,1,1,0,0,,,,rt_test_v2,,1,trials,LS_7505_258958_0017_SWT_LS_5456_62014_0012_tChange_5832_ms.wav,,,,,,,,1,1
386,1511278245703,21/11/2017 15:30:45,,1511278263847,-5,21/11/2017 10:31:03,2349,3,task-o4po,,888997,CMU_13,186949,,live,,,computer,Desktop or Laptop,Windows 7,Firefox 57.0,1280x1024,1280x912,,RT_test,5,184,1,Screen 1,fixation,fixation,1066.2943466620054,,,0,1,0,,,,rt_test_v2,,1,trials,LS_374_180299_0011_SWT_LS_7447_91187_0027_tChange_6487_ms.wav,,,,,,,,1,1
387,1511278252523,21/11/2017 15:30:52,,1511278270672,-5,21/11/2017 10:31:10,2349,3,task-o4po,,888997,CMU_13,186949,,live,,,computer,Desktop or Laptop,Windows 7,Firefox 57.0,1280x1024,1280x912,,RT_test,5,184,2,Screen 2,Zone4,response_keyboard_single,6809.239999999991,1,1,1,0,0,,,,rt_test_v2,,1,trials,LS_374_180299_0011_SWT_LS_7447_91187_0027_tChange_6487_ms.wav,,,,,,,,1,1
388,1511278253882,21/11/2017 15:30:53,,1511278272028,-5,21/11/2017 10:31:12,2349,3,task-o4po,,888997,CMU_13,186949,,live,,,computer,Desktop or Laptop,Windows 7,Firefox 57.0,1280x1024,1280x912,,RT_test,5,185,1,Screen 1,fixation,fixation,1066.3079238492064,,,0,1,0,,,,rt_test_v2,,1,trials,LS_2843_152918_0081_SWT_LS_7447_91187_0036_tChange_6102_ms.wav,,,,,,,,1,1
389,1511278260200,21/11/2017 15:31:00,,1511278278351,-5,21/11/2017 10:31:18,2349,3,task-o4po,,888997,CMU_13,186949,,live,,,computer,Desktop or Laptop,Windows 7,Firefox 57.0,1280x1024,1280x912,,RT_test,5,185,2,Screen 2,Zone4,response_keyboard_single,6307.655000000028,1,1,1,0,0,,,,rt_test_v2,,1,trials,LS_2843_152918_0081_SWT_LS_7447_91187_0036_tChange_6102_ms.wav,,,,,,,,1,1
390,1511278261552,21/11/2017 15:31:01,,1511278279709,-5,21/11/2017 10:31:19,2349,3,task-o4po,,888997,CMU_13,186949,,live,,,computer,Desktop or Laptop,Windows 7,Firefox 57.0,1280x1024,1280x912,,RT_test,5,186,1,Screen 1,fixation,fixation,1066.222301541362,,,0,1,0,,,,rt_test_v2,,1,trials,LS_2843_152918_0010_SWT_LS_7447_91187_0061_tChange_5998_ms.wav,,,,,,,,1,1
391,1511278267918,21/11/2017 15:31:07,,1511278286047,-5,21/11/2017 10:31:26,2349,3,task-o4po,,888997,CMU_13,186949,,live,,,computer,Desktop or Laptop,Windows 7,Firefox 57.0,1280x1024,1280x912,,RT_test,5,186,2,Screen 2,Zone4,response_keyboard_single,6323.089999999851,1,1,1,0,0,,,,rt_test_v2,,1,trials,LS_2843_152918_0010_SWT_LS_7447_91187_0061_tChange_5998_ms.wav,,,,,,,,1,1
392,1511278269246,21/11/2017 15:31:09,,1511278287406,-5,21/11/2017 10:31:27,2349,3,task-o4po,,888997,CMU_13,186949,,live,,,computer,Desktop or Laptop,Windows 7,Firefox 57.0,1280x1024,1280x912,,RT_test,5,187,1,Screen 1,fixation,fixation,1066.3080817167647,,,0,1,0,,,,rt_test_v2,,1,trials,LS_5456_24741_0006_SWT_LS_7447_91187_0061_tChange_5824_ms.wav,,,,,,,,1,1
393,1511278275390,21/11/2017 15:31:15,,1511278293543,-5,21/11/2017 10:31:33,2349,3,task-o4po,,888997,CMU_13,186949,,live,,,computer,Desktop or Laptop,Windows 7,Firefox 57.0,1280x1024,1280x912,,RT_test,5,187,2,Screen 2,Zone4,response_keyboard_single,6121.479999999981,1,1,1,0,0,,,,rt_test_v2,,1,trials,LS_5456_24741_0006_SWT_LS_7447_91187_0061_tChange_5824_ms.wav,,,,,,,,1,1
394,1511278276747,21/11/2017 15:31:16,,1511278294903,-5,21/11/2017 10:31:34,2349,3,task-o4po,,888997,CMU_13,186949,,live,,,computer,Desktop or Laptop,Windows 7,Firefox 57.0,1280x1024,1280x912,,RT_test,5,188,1,Screen 1,fixation,fixation,1066.4420922994614,,,0,1,0,,,,rt_test_v2,,1,trials,LS_7447_91187_0048_SWT_LS_7447_91187_0036_tChange_6387_ms.wav,,,,,,,,1,0
395,1511278283256,21/11/2017 15:31:23,,1511278301407,-5,21/11/2017 10:31:41,2349,3,task-o4po,,888997,CMU_13,186949,,live,,,computer,Desktop or Laptop,Windows 7,Firefox 57.0,1280x1024,1280x912,,RT_test,5,188,2,Screen 2,Zone4,response_keyboard_single,6487.304999999935,1,1,0,1,0,,,,rt_test_v2,,1,trials,LS_7447_91187_0048_SWT_LS_7447_91187_0036_tChange_6387_ms.wav,,,,,,,,1,0
396,1511278284616,21/11/2017 15:31:24,,1511278302767,-5,21/11/2017 10:31:42,2349,3,task-o4po,,888997,CMU_13,186949,,live,,,computer,Desktop or Laptop,Windows 7,Firefox 57.0,1280x1024,1280x912,,RT_test,5,189,1,Screen 1,fixation,fixation,1066.2726322175004,,,0,1,0,,,,rt_test_v2,,1,trials,LS_7447_91186_0001_SWT_LS_7447_91187_0005_tChange_5913_ms.wav,,,,,,,,1,0
397,1511278291105,21/11/2017 15:31:31,,1511278309254,-5,21/11/2017 10:31:49,2349,3,task-o4po,,888997,CMU_13,186949,,live,,,computer,Desktop or Laptop,Windows 7,Firefox 57.0,1280x1024,1280x912,,RT_test,5,189,2,Screen 2,Zone4,response_keyboard_single,6470.914999999804,1,1,0,1,0,,,,rt_test_v2,,1,trials,LS_7447_91186_0001_SWT_LS_7447_91187_0005_tChange_5913_ms.wav,,,,,,,,1,0
398,1511278292434,21/11/2017 15:31:32,,1511278310598,-5,21/11/2017 10:31:50,2349,3,task-o4po,,888997,CMU_13,186949,,live,,,computer,Desktop or Laptop,Windows 7,Firefox 57.0,1280x1024,1280x912,,RT_test,5,190,1,Screen 1,fixation,fixation,1050.0000633883756,,,0,1,0,,,,rt_test_v2,,1,trials,LS_5456_24741_0009_SWT_LS_7447_91187_0036_tChange_6219_ms.wav,,,,,,,,1,1
399,1511278298979,21/11/2017 15:31:38,,1511278317126,-5,21/11/2017 10:31:57,2349,3,task-o4po,,888997,CMU_13,186949,,live,,,computer,Desktop or Laptop,Windows 7,Firefox 57.0,1280x1024,1280x912,,RT_test,5,190,2,Screen 2,Zone4,response_keyboard_single,6512.27500000014,1,1,1,0,0,,,,rt_test_v2,,1,trials,LS_5456_24741_0009_SWT_LS_7447_91187_0036_tChange_6219_ms.wav,,,,,,,,1,1
400,1511278300315,21/11/2017 15:31:40,,1511278318479,-5,21/11/2017 10:31:58,2349,3,task-o4po,,888997,CMU_13,186949,,live,,,computer,Desktop or Laptop,Windows 7,Firefox 57.0,1280x1024,1280x912,,RT_test,5,191,1,Screen 1,fixation,fixation,1066.460478250403,,,0,1,0,,,,rt_test_v2,,1,trials,LS_5456_62043_0023_SWT_LS_7447_91187_0009_tChange_5226_ms.wav,,,,,,,,1,1
401,1511278305944,21/11/2017 15:31:45,,1511278324102,-5,21/11/2017 10:32:04,2349,3,task-o4po,,888997,CMU_13,186949,,live,,,computer,Desktop or Laptop,Windows 7,Firefox 57.0,1280x1024,1280x912,,RT_test,5,191,2,Screen 2,Zone4,response_keyboard_single,5606.699999999953,1,1,1,0,0,,,,rt_test_v2,,1,trials,LS_5456_62043_0023_SWT_LS_7447_91187_0009_tChange_5226_ms.wav,,,,,,,,1,1
402,1511278307293,21/11/2017 15:31:47,,1511278325442,-5,21/11/2017 10:32:05,2349,3,task-o4po,,888997,CMU_13,186949,,live,,,computer,Desktop or Laptop,Windows 7,Firefox 57.0,1280x1024,1280x912,,RT_test,5,192,1,Screen 1,fixation,fixation,1050.0000633883756,,,0,1,0,,,,rt_test_v2,,1,trials,LS_5456_62014_0000_SWT_LS_7447_91187_0027_tChange_5367_ms.wav,,,,,,,,1,1
403,1511278313316,21/11/2017 15:31:53,,1511278331469,-5,21/11/2017 10:32:11,2349,3,task-o4po,,888997,CMU_13,186949,,live,,,computer,Desktop or Laptop,Windows 7,Firefox 57.0,1280x1024,1280x912,,RT_test,5,192,2,Screen 2,Zone4,response_keyboard_single,6010.695000000065,1,1,1,0,0,,,,rt_test_v2,,1,trials,LS_5456_62014_0000_SWT_LS_7447_91187_0027_tChange_5367_ms.wav,,,,,,,,1,1
404,1511278314648,21/11/2017 15:31:54,,1511278332807,-5,21/11/2017 10:32:12,2349,3,task-o4po,,888997,CMU_13,186949,,live,,,computer,Desktop or Laptop,Windows 7,Firefox 57.0,1280x1024,1280x912,,RT_test,5,193,1,Screen 1,fixation,fixation,1050.0000633883756,,,0,1,0,,,,rt_test_v2,,1,trials,LS_2843_152918_0107_SWT_LS_2843_152918_0026_tChange_5637_ms.wav,,,,,,,,1,0
405,1511278320384,21/11/2017 15:32:00,,1511278338541,-5,21/11/2017 10:32:18,2349,3,task-o4po,,888997,CMU_13,186949,,live,,,computer,Desktop or Laptop,Windows 7,Firefox 57.0,1280x1024,1280x912,,RT_test,5,193,2,Screen 2,Zone4,response_keyboard_single,5718.270000000019,1,1,0,1,0,,,,rt_test_v2,,1,trials,LS_2843_152918_0107_SWT_LS_2843_152918_0026_tChange_5637_ms.wav,,,,,,,,1,0
406,1511278321738,21/11/2017 15:32:01,,1511278339904,-5,21/11/2017 10:32:19,2349,3,task-o4po,,888997,CMU_13,186949,,live,,,computer,Desktop or Laptop,Windows 7,Firefox 57.0,1280x1024,1280x912,,RT_test,5,194,1,Screen 1,fixation,fixation,1066.316209314391,,,0,1,0,,,,rt_test_v2,,1,trials,LS_374_180298_0009_SWT_LS_7447_91187_0009_tChange_7335_ms.wav,,,,,,,,1,1
407,1511278329736,21/11/2017 15:32:09,,1511278347901,-5,21/11/2017 10:32:27,2349,3,task-o4po,,888997,CMU_13,186949,,live,,,computer,Desktop or Laptop,Windows 7,Firefox 57.0,1280x1024,1280x912,,RT_test,5,194,2,Screen 2,Zone4,response_keyboard_single,7980.40000000014,1,1,1,0,0,,,,rt_test_v2,,1,trials,LS_374_180298_0009_SWT_LS_7447_91187_0009_tChange_7335_ms.wav,,,,,,,,1,1
408,1511278358924,21/11/2017 15:32:38,,1511278377093,-5,21/11/2017 10:32:57,2349,3,task-o4po,,888997,CMU_13,186949,,live,,,computer,Desktop or Laptop,Windows 7,Firefox 57.0,1280x1024,1280x912,,RT_test,5,4,1,Screen 1,Zone1,continue_button,28890.63000000012,,,0,1,0,,,,rt_test_v2,,,break,,,,,,,,,,
