randomise_blocks,randomise_trials,display,sound,hc_ans,sound_nc_1,sound_nc_3,sound_nc_2,sound_c_1,sound_c_2,sound_c_3,progress,answer
,1,trials,LS_7447_91187_0009_SWT_LS_7505_83618_0015_tChange_7703_ms.wav,,,,,,,,1,1
,1,trials,LS_7447_91187_0027_SWT_LS_7505_258964_0019_tChange_5835_ms.wav,,,,,,,,1,1
,1,trials,LS_7447_91187_0030_SWT_LS_7505_83618_0005_tChange_5579_ms.wav,,,,,,,,1,1
,1,trials,LS_7447_91187_0036_SWT_LS_7505_83618_0016_tChange_5449_ms.wav,,,,,,,,1,1
,1,trials,LS_7447_91187_0057_SWT_LS_7505_83618_0010_tChange_5646_ms.wav,,,,,,,,1,1
,1,trials,LS_7447_91187_0061_SWT_LS_7505_83618_0007_tChange_5910_ms.wav,,,,,,,,1,1
,1,trials,LS_7505_258958_0018_SWT_LS_2843_152918_0103_tChange_5753_ms.wav,,,,,,,,1,1
,1,trials,LS_7505_258958_0019_SWT_LS_2843_152918_0100_tChange_6638_ms.wav,,,,,,,,1,1
,1,trials,LS_7505_258964_0004_SWT_LS_2843_152918_0023_tChange_5859_ms.wav,,,,,,,,1,1
,1,trials,LS_7505_258964_0015_SWT_LS_2843_152918_0058_tChange_6125_ms.wav,,,,,,,,1,1
,1,trials,LS_7505_258964_0045_SWT_LS_2843_152918_0016_tChange_6571_ms.wav,,,,,,,,1,1
,1,trials,LS_7505_83618_0019_SWT_LS_2843_152918_0113_tChange_5397_ms.wav,,,,,,,,1,1
,1,trials,LS_7505_83618_0025_SWT_LS_2843_152918_0026_tChange_6850_ms.wav,,,,,,,,1,1
,1,trials,LS_7505_83618_0026_SWT_LS_2843_152918_0028_tChange_6147_ms.wav,,,,,,,,1,1
,1,trials,LS_7505_258958_0010_SWT_LS_374_180298_0059_tChange_6194_ms.wav,,,,,,,,1,1
,1,trials,LS_7505_258958_0020_SWT_LS_374_180299_0037_tChange_6556_ms.wav,,,,,,,,1,1
,1,trials,LS_7505_258964_0003_SWT_LS_374_180298_0010_tChange_5712_ms.wav,,,,,,,,1,1
,1,trials,LS_7505_258964_0018_SWT_LS_374_180298_0037_tChange_5420_ms.wav,,,,,,,,1,1
,1,trials,LS_7505_258964_0024_SWT_LS_374_180299_0042_tChange_6374_ms.wav,,,,,,,,1,1
,1,trials,LS_7505_258964_0037_SWT_LS_374_180299_0033_tChange_9486_ms.wav,,,,,,,,1,1
,1,trials,LS_7505_258964_0046_SWT_LS_374_180298_0015_tChange_5520_ms.wav,,,,,,,,1,1
,,break,,
,1,trials,LS_7505_83618_0004_SWT_LS_374_180299_0004_tChange_6204_ms.wav,,,,,,,,1,1
,1,trials,LS_7505_258958_0017_SWT_LS_5456_62014_0012_tChange_5832_ms.wav,,,,,,,,1,1
,1,trials,LS_7505_258964_0009_SWT_LS_5456_62043_0022_tChange_6460_ms.wav,,,,,,,,1,1
,1,trials,LS_7505_258964_0022_SWT_LS_5456_58161_0003_tChange_6851_ms.wav,,,,,,,,1,1
,1,trials,LS_7505_258964_0023_SWT_LS_5456_62014_0017_tChange_6339_ms.wav,,,,,,,,1,1
,1,trials,LS_7505_258964_0028_SWT_LS_5456_58161_0022_tChange_5449_ms.wav,,,,,,,,1,1
,1,trials,LS_7505_258964_0031_SWT_LS_5456_62014_0011_tChange_7261_ms.wav,,,,,,,,1,1
,1,trials,LS_7505_258964_0044_SWT_LS_5456_62043_0002_tChange_5925_ms.wav,,,,,,,,1,1
,1,trials,LS_7505_258964_0051_SWT_LS_5456_62043_0017_tChange_5967_ms.wav,,,,,,,,1,1
,1,trials,LS_7505_258958_0035_SWT_LS_7447_91187_0005_tChange_5406_ms.wav,,,,,,,,1,1
,1,trials,LS_7505_258964_0019_SWT_LS_7447_91187_0027_tChange_5412_ms.wav,,,,,,,,1,1
,1,trials,LS_7505_83618_0005_SWT_LS_7447_91187_0030_tChange_6195_ms.wav,,,,,,,,1,1
,1,trials,LS_7505_83618_0007_SWT_LS_7447_91187_0061_tChange_6194_ms.wav,,,,,,,,1,1
,1,trials,LS_7505_83618_0010_SWT_LS_7447_91187_0057_tChange_5970_ms.wav,,,,,,,,1,1
,1,trials,LS_7505_83618_0015_SWT_LS_7447_91187_0009_tChange_6307_ms.wav,,,,,,,,1,1
,1,trials,LS_7505_83618_0016_SWT_LS_7447_91187_0036_tChange_5608_ms.wav,,,,,,,,1,1
,1,trials,LS_7505_83618_0024_SWT_LS_7447_91186_0038_tChange_7389_ms.wav,,,,,,,,1,1
,1,trials,LS_7505_258958_0009_SWT_LS_7505_83618_0010_tChange_5903_ms.wav,,,,,,,,1,0
,1,trials,LS_7505_258958_0025_SWT_LS_7505_83618_0024_tChange_6662_ms.wav,,,,,,,,1,0
,1,trials,LS_7505_258964_0000_SWT_LS_7505_83618_0007_tChange_5676_ms.wav,,,,,,,,1,0
,1,trials,LS_7505_258964_0011_SWT_LS_7505_258964_0019_tChange_7463_ms.wav,,,,,,,,1,0
,1,trials,LS_7505_258964_0042_SWT_LS_7505_83618_0005_tChange_5860_ms.wav,,,,,,,,1,0
,1,trials,LS_7505_258964_0043_SWT_LS_7505_258958_0035_tChange_5185_ms.wav,,,,,,,,1,0
,1,trials,LS_7505_83618_0003_SWT_LS_7505_83618_0015_tChange_6385_ms.wav,,,,,,,,1,0
,1,trials,LS_7505_83618_0018_SWT_LS_7505_83618_0016_tChange_6213_ms.wav,,,,,,,,1,0
,,end,,,,,
